onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest		0.0
33	9	2	stimulus	2068974	0.0
42	9	3	stimulus	2766534	48.04161
51	9	4	stimulus	2480855	0.0
60	9	5	stimulus	4180888	0.0
69	9	6	stimulus	3760671	0.0
78	9	7	stimulus	4612026	0.0
87	9	8	stimulus	4612026	88.041638
96	9	9	stimulus	2054036	0.0
105	9	10	stimulus	3792782	0.0
114	9	11	stimulus	2974003	0.0
123	9	12	stimulus	3886762	0.0
132	9	13	stimulus	3982430	0.0
141	9	14	stimulus	3079230	0.0
150	9	15	stimulus	4070727	0.0
159	9	16	stimulus	7758680	0.0
168	9	17	stimulus	2374451	0.0
177	9	18	stimulus	4412416	0.0
186	9	19	stimulus	1770393	0.0
195	9	20	stimulus	3472535	0.0
204	9	21	stimulus	1944390	0.0
213	9	22	stimulus	4123740	0.0
222	9	23	stimulus	2346627	0.0
231	9	24	stimulus	7756951	0.0
240	9	25	stimulus	3743279	0.0
249	9	26	stimulus	2998003	0.0
258	9	27	stimulus	2998003	259.04622
267	9	28	stimulus	3543603	0.0
276	9	29	stimulus	4442312	0.0
285	9	30	stimulus	3607659	0.0
294	9	31	stimulus	2943871	0.0
303	9	32	stimulus	12596148	0.0
312	9	33	stimulus	3494278	0.0
321	9	34	stimulus	3261776	0.0
330	9	35	stimulus	4313503	0.0
339	9	36	stimulus	4442441	0.0
348	9	37	stimulus	4477387	0.0
357	9	38	stimulus	2236241	0.0
366	9	39	stimulus	2236241	367.091636
375	9	40	stimulus	3609235	0.0
384	9	41	stimulus	1726692	0.0
393	9	42	stimulus	2843158	0.0
402	9	43	stimulus	3335030	0.0
411	9	44	stimulus	3335030	412.043177
420	9	45	stimulus	4376876	0.0
429	9	46	stimulus	4482393	0.0
438	9	47	stimulus	4482393	439.03798499999994
447	9	48	stimulus	4320973	0.0
456	9	49	stimulus	4409806	0.0
465	9	50	stimulus	3623556	0.0
474	9	51	stimulus	3038480	0.0
483	9	52	stimulus	4113406	0.0
492	9	53	stimulus	4233124	0.0
501	9	54	stimulus	1784675	0.0
510	9	55	stimulus	4409515	0.0
519	9	56	stimulus	3642806	0.0
528	6	57	rest		0.0
