onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest		0.0
33	9	2	stimulus	3209910	0.0
42	9	3	stimulus	4320973	0.0
51	9	4	stimulus	2317335	0.0
60	9	5	stimulus	13111881	0.0
69	9	6	stimulus	3612010	0.0
78	9	7	stimulus	7734017	0.0
87	9	8	stimulus	4482393	0.0
96	9	9	stimulus	1645776	0.0
105	9	10	stimulus	4254680	0.0
114	9	11	stimulus	3665924	0.0
123	9	12	stimulus	1970164	0.0
132	9	13	stimulus	1970164	134.245846
141	9	14	stimulus	2998003	0.0
150	9	15	stimulus	3255030	0.0
159	9	16	stimulus	3982430	0.0
168	9	17	stimulus	2692877	0.0
177	9	18	stimulus	2346627	0.0
186	9	19	stimulus	3815615	0.0
195	9	20	stimulus	4409806	0.0
204	9	21	stimulus	7758680	0.0
213	9	22	stimulus	7758680	216.21438700000002
222	9	23	stimulus	3085013	0.0
231	9	24	stimulus	3543603	0.0
240	9	25	stimulus	12582231	0.0
249	9	26	stimulus	1833805	0.0
258	9	27	stimulus	4612026	0.0
267	9	28	stimulus	2802215	0.0
276	9	29	stimulus	1726692	0.0
285	9	30	stimulus	3359137	0.0
294	9	31	stimulus	3359137	296.26429
303	9	32	stimulus	4009552	0.0
312	9	33	stimulus	3436182	0.0
321	9	34	stimulus	2068974	0.0
330	9	35	stimulus	3496296	0.0
339	9	36	stimulus	3496296	341.282157
348	9	37	stimulus	4070727	0.0
357	9	38	stimulus	4168199	0.0
366	9	39	stimulus	3345487	0.0
375	9	40	stimulus	1944390	0.0
384	9	41	stimulus	1787835	0.0
393	9	42	stimulus	2480855	0.0
402	9	43	stimulus	2084071	0.0
411	9	44	stimulus	2374451	0.0
420	9	45	stimulus	2799175	0.0
429	9	46	stimulus	3793489	0.0
438	9	47	stimulus	3743279	0.0
447	9	48	stimulus	3063599	0.0
456	9	49	stimulus	2005790	0.0
465	9	50	stimulus	3261776	0.0
474	9	51	stimulus	4273569	0.0
483	9	52	stimulus	4401680	0.0
492	9	53	stimulus	4401680	494.36432199999996
501	9	54	stimulus	4442441	0.0
510	9	55	stimulus	4591713	0.0
519	9	56	stimulus	2503517	0.0
528	6	57	rest		0.0
