onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest		0.0
33	9	2	stimulus	2766534	0.0
42	9	3	stimulus	1970164	0.0
51	9	4	stimulus	4376876	0.0
60	9	5	stimulus	4225987	0.0
69	9	6	stimulus	3079230	0.0
78	9	7	stimulus	3079230	79.03421
87	9	8	stimulus	3394916	0.0
96	9	9	stimulus	1877134	0.0
105	9	10	stimulus	3924679	0.0
114	9	11	stimulus	3602883	0.0
123	9	12	stimulus	2317335	0.0
132	9	13	stimulus	2090827	0.0
141	9	14	stimulus	4009552	0.0
150	9	15	stimulus	4168199	0.0
159	9	16	stimulus	3425413	0.0
168	9	17	stimulus	3642806	0.0
177	9	18	stimulus	3607659	0.0
186	9	19	stimulus	3255030	0.0
195	9	20	stimulus	4123740	0.0
204	9	21	stimulus	4123740	205.035873
213	9	22	stimulus	2998003	0.0
222	9	23	stimulus	2882647	0.0
231	9	24	stimulus	1645776	0.0
240	9	25	stimulus	2233338	0.0
249	9	26	stimulus	2233338	250.038045
258	9	27	stimulus	2503517	0.0
267	9	28	stimulus	1855672	0.0
276	9	29	stimulus	1855672	277.032485
285	9	30	stimulus	13111881	0.0
294	9	31	stimulus	1518878	0.0
303	9	32	stimulus	1518878	303.530679
312	9	33	stimulus	3790512	0.0
321	9	34	stimulus	4254680	0.0
330	9	35	stimulus	4497801	0.0
339	9	36	stimulus	3950228	0.0
348	9	37	stimulus	11978233	0.0
357	9	38	stimulus	3496296	0.0
366	9	39	stimulus	3815615	0.0
375	9	40	stimulus	2808440	0.0
384	9	41	stimulus	3187595	0.0
393	9	42	stimulus	3612010	0.0
402	9	43	stimulus	2055803	0.0
411	9	44	stimulus	4090263	0.0
420	9	45	stimulus	2005790	0.0
429	9	46	stimulus	3646296	0.0
438	9	47	stimulus	3623556	0.0
447	9	48	stimulus	3063599	0.0
456	9	49	stimulus	4442312	0.0
465	9	50	stimulus	3085013	0.0
474	9	51	stimulus	4255586	0.0
483	9	52	stimulus	2439033	0.0
492	9	53	stimulus	7734744	0.0
501	9	54	stimulus	4587559	0.0
510	9	55	stimulus	2800213	0.0
519	9	56	stimulus	4482393	0.0
528	6	57	rest		0.0
