onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest		0.0
33	9	2	stimulus	3623556	0.0
42	9	3	stimulus	2692877	0.0
51	9	4	stimulus	2692877	54.273728000000006
60	9	5	stimulus	3792782	0.0
69	9	6	stimulus	1639765	0.0
78	9	7	stimulus	1704323	0.0
87	9	8	stimulus	4555897	0.0
96	9	9	stimulus	3445777	0.0
105	9	10	stimulus	2055803	0.0
114	9	11	stimulus	2391049	0.0
123	9	12	stimulus	2374451	0.0
132	9	13	stimulus	2317335	0.0
141	9	14	stimulus	3642806	0.0
150	9	15	stimulus	3642806	151.030218
159	9	16	stimulus	3063599	0.0
168	9	17	stimulus	4409806	0.0
177	9	18	stimulus	3646296	0.0
186	9	19	stimulus	3425413	0.0
195	9	20	stimulus	2445715	0.0
204	9	21	stimulus	3467796	0.0
213	9	22	stimulus	3982430	0.0
222	9	23	stimulus	3394916	0.0
231	9	24	stimulus	3436182	0.0
240	9	25	stimulus	12596148	0.0
249	9	26	stimulus	1726692	0.0
258	9	27	stimulus	1726692	258.52680899999996
267	9	28	stimulus	2054036	0.0
276	9	29	stimulus	4070727	0.0
285	9	30	stimulus	4255586	0.0
294	9	31	stimulus	1944390	0.0
303	9	32	stimulus	4612026	0.0
312	9	33	stimulus	1645776	0.0
321	9	34	stimulus	3255030	0.0
330	9	35	stimulus	3255030	331.03867599999995
339	9	36	stimulus	4180888	0.0
348	9	37	stimulus	4401680	0.0
357	9	38	stimulus	3472535	0.0
366	9	39	stimulus	2084071	0.0
375	9	40	stimulus	2084071	383.043636
384	9	41	stimulus	3544143	0.0
393	9	42	stimulus	1787835	0.0
402	9	43	stimulus	4233124	0.0
411	9	44	stimulus	2800213	418.49307999999996
420	9	45	stimulus	7734744	0.0
429	9	46	stimulus	2808440	0.0
438	9	47	stimulus	3886762	0.0
447	9	48	stimulus	2472293	0.0
456	9	49	stimulus	2481823	0.0
465	9	50	stimulus	2998003	0.0
474	9	51	stimulus	1772222	0.0
483	9	52	stimulus	4442441	0.0
492	9	53	stimulus	13111881	0.0
501	9	54	stimulus	3335030	0.0
510	9	55	stimulus	4320973	0.0
519	9	56	stimulus	4123740	0.0
528	6	57	rest		0.0
